user_id,watch_date,day_of_week,start_time,end_time,device_type,content_type,episodes_watched,sleep_hours,binge_flag
d94efa70-2fff-430e-a21e-d5647ed5211a,2025-06-16,Wednesday,10:55 PM,01:55 AM,moblie,Movie,5,5.1,1
351add69-8acd-4c86-88c7-b879eafee884,2025-05-31,Monday,18:20,08:20 PM,moblie,Documentary,3,7.0,0
ba204331-ee4f-4b7a-96e0-4c454e48bf4d,2025-07-27,Saturday,20:48,10:48 PM,lptop,Documentary,1,5.6,0
4cda3a51-1c36-49e0-b752-c212434f5b05,2025-03-25,Monday,23:39,01:39 AM,lptop,Series,5,7.8,1
312ec216-0112-402d-8cd2-f20381155097,2025-06-05,Monday,23:05,02:05,Tablet,Documentary,4,4.2,1
74665bba-8230-49b9-abba-3c4ee218cefd,2025-02-14,monday,19:54,08:54 PM,Mobile,Series,1,5.7,0
600f76c5-d0ee-4588-a203-a27753b95215,2025-03-08,wednesday,5:45,06:45,moblie,Documentary,1,4.7,0
625e8187-c3b0-4c95-a131-ea77b3c1f5ae,,monday,21:28,01:28 AM,moblie,Movie,6,6.8,1
bb9c4fb5-03e3-4803-892a-5589080cfaf0,2025-05-11,tuesday,08:50 PM,00:50,TV,Documentary,1,5.0,0
44867ee6-013c-41aa-95d6-00e3d9765001,2025-07-04,Thursday,11:15 PM,02:15 AM,Tablet,Movie,2,4.3,0
ff271148-dae0-4769-a018-947079200f8a,2025-07-10,monday,18:47,21:47,,Movie,1,5.1,0
35440c85-b752-4112-985a-ceac2dfcd65e,2025-06-28,Thursday,08:21 PM,10:21 PM,Tablet,Documentary,1,5.0,0
8e4b4c7f-e98d-4704-a2d0-8020412b17d4,2025-05-01,Wednesday,06:34 PM,10:34 PM,Laptop,Movie,4,5.8,1
eb126914-f814-45f9-9fbf-705d2e5032e4,2025-08-04,Sunday,18:24,07:24 PM,Tablet,Movie,1,4.8,0
2b3c476f-560f-4eeb-871a-d8b3d8b9179a,2025-07-06,Wednesday,07:07 PM,20:07,Laptop,Documentary,2,7.8,0
86ab9135-8573-4483-b4b9-2e9caf7e7ef1,2025-02-23,Thursday,23:39,01:39 AM,TV,Series,4,5.9,1
542fb875-ec90-4eca-956e-7c7b17289f17,2025-07-07,Sunday,03:25 AM,05:25 AM,Mobile,Series,2,7.1,0
ddb1dba3-8b77-49fd-a0d9-e36a68b0d088,,Monday,08:35 PM,11:35 PM,moblie,Documentary,1,7.1,0
8340537c-8ebb-4865-b596-c0fcd8be9111,2025-05-11,Sunday,07:59 PM,11:59 PM,TV,Movie,6,6.7,1
ea1585d1-fe35-47ff-9a40-88c5acb50561,2025-05-17,tuesday,08:14 PM,23:14,TV,Documentary,3,5.8,0
98c9a36f-5bee-476d-b781-d5d9719228a2,2025-06-25,Monday,08:52 PM,23:52,Mobile,Documentary,1,7.1,0
113a1fa1-077e-4a44-afc0-3a199df284ab,2025-04-18,Tuesday,09:30 PM,00:30,lptop,Series,2,5.3,0
aa2b393d-8ee5-46cd-81c0-f5e0df2d32d1,,Monday,09:07 PM,23:07,,Series,4,,1
05f07997-bd6c-46fb-a20e-b412af2aa309,2025-05-31,Monday,23:37,03:37,,Series,3,7.5,0
24e814fa-4062-4de5-a880-3c825a059f5c,2025-03-13,Tuesday,19:49,23:49,,Series,5,5.0,1
18b9f572-39c5-49f1-a2a9-0666c0a4998b,2025-05-23,Tuesday,10:01 PM,23:01,Mobile,Documentary,5,4.6,1
ffa4db74-d6f9-44e5-9ce4-10fe49c575c8,2025-07-26,Friday,19:48,10:48 PM,Tablet,Series,4,7.5,1
3e54c754-0eaa-497c-b5cf-0ef9fbbd6a4f,2025-05-16,Monday,07:44 PM,22:44,Laptop,Series,6,6.8,1
82a34d22-7b19-4584-b692-e695aff7284c,2025-02-06,Sunday,10:41 PM,23:41,TV,Series,2,4.0,0
68d6dd46-cf9d-405a-9ac8-7571b45cff8f,2025-04-24,Sunday,3:49,05:49,lptop,Series,2,7.9,0
caef03e0-a32d-407d-9fac-87ef820e0574,2025-02-18,Saturday,19:04,23:04,TV,Movie,5,8.0,1
8679fe52-464f-4864-bd52-f2268869ded6,2025-05-13,Sunday,10:01 PM,11:01 PM,,Series,2,4.6,0
34678bce-2c4c-44c2-9942-cf160f65cfe5,2025-07-02,Thursday,06:21 PM,10:21 PM,Tablet,Documentary,4,4.4,1
aa77e502-168c-41de-9767-263c58feffef,2025-02-15,Thursday,4:19,05:19,,Documentary,4,4.1,1
d05cd0d5-8826-4793-940e-78a9fa118720,,Monday,1:38,02:38,Laptop,Documentary,1,6.8,0
47be4b80-579e-4106-80b0-a1dabf991caf,2025-02-28,Sunday,07:20 PM,10:20 PM,lptop,Movie,4,5.2,1
b411ec24-799e-410c-8a40-a34e13b69fd6,2025-06-09,Friday,21:10,10:10 PM,Tablet,Documentary,1,4.8,0
58cdb7ad-8be6-4767-a386-5b3f285b1a96,2025-05-06,tuesday,18:25,09:25 PM,TV,Documentary,1,7.7,0
027b9a37-0262-4cfb-84df-9f535b2b7b96,2025-04-09,wednesday,10:18 PM,01:18,Mobile,Documentary,6,5.8,1
72c8ff43-a82f-43f4-9997-b14f82808afa,2025-03-16,monday,11:11 PM,12:11 AM,moblie,Documentary,1,7.5,0
c29a968b-4eb4-419c-a78c-d888b2ff0683,2025-04-07,Thursday,09:01 PM,22:01,,Series,1,5.4,0
e492b638-3dbb-4903-b0de-c7d30e0c78bf,2025-06-18,Sunday,04:34 AM,08:34,Tablet,Documentary,3,5.6,0
4bf3821a-044c-4ab2-8a4b-cfad99731146,,Saturday,07:34 PM,20:34,Mobile,Movie,5,5.8,1
13b92549-e270-4a75-9463-f20d05531fb7,2025-05-25,Wednesday,21:17,23:17,Mobile,Documentary,6,4.6,1
daadad9a-2454-488b-a66b-36a7c88bbea5,2025-04-21,monday,23:19,00:19,lptop,Documentary,4,4.2,1
e51e2136-ce16-4474-98f6-840ced45d4c9,2025-04-04,monday,11:00 PM,00:00,TV,Movie,6,5.8,1
5b93e1ca-2948-4100-8da9-313ff49c7d27,2025-04-25,Saturday,20:58,23:58,Mobile,Documentary,1,4.5,0
73cc89a1-38ba-445a-a041-b4914c5a09fc,2025-04-23,Tuesday,4:46,06:46,,Movie,1,7.1,0
05ae73cc-ca44-4f60-9f54-59edb5850c58,2025-04-11,monday,03:21 AM,04:21 AM,TV,Series,6,,1
57e41f2d-36cc-4581-84e2-62b9b4860e17,2025-08-04,wednesday,07:24 PM,11:24 PM,TV,Documentary,6,,1
d3b7f424-6c14-45f0-845d-96c0a6cb11f2,2025-08-06,monday,19:23,08:23 PM,Laptop,Documentary,6,6.3,1
c43f46ac-6e2a-4560-9870-eb9e1f56f052,2025-03-22,Tuesday,01:36 AM,04:36 AM,TV,Documentary,2,4.2,0
d1ac98ae-8e64-4ead-b926-6ddde21671ab,2025-05-25,Wednesday,09:21 PM,23:21,Mobile,Movie,1,6.1,0
d586fb55-1cde-4ff1-a3db-fa00e2ab7fd9,2025-03-07,monday,04:27 AM,08:27,TV,Series,5,7.5,1
efdbf6e1-eccb-406e-98ad-5c8497d66858,2025-07-05,Saturday,06:59 PM,21:59,Mobile,Series,2,7.9,0
c1e80215-b410-4b2c-85f4-caf8682d4a70,2025-05-30,Saturday,06:03 PM,19:03,Tablet,Documentary,4,4.9,1
15603af6-0d83-438f-b659-4580b2fb86bc,2025-07-18,Sunday,20:45,21:45,TV,Documentary,6,4.7,1
200d631c-60a5-4a67-ac47-5d25a5cb08ca,2025-06-12,Friday,23:49,01:49,,Series,4,6.1,1
1be37b3c-02fa-413b-b5f5-45be09a1de83,2025-03-18,Monday,11:57 PM,12:57 AM,,Series,5,6.3,1
6893c658-6c35-4b09-8063-6287160b32f3,2025-03-13,Saturday,19:25,10:25 PM,Laptop,Documentary,5,7.7,1
d7857e00-e0d9-4be6-987b-b28dd84c976a,2025-02-08,Thursday,18:13,07:13 PM,,Series,6,6.3,1
dc9f6820-00f0-46db-8c5f-3119e1995949,2025-04-06,Tuesday,09:44 PM,00:44,Mobile,Movie,3,4.8,0
992b400f-1b22-422c-b9cd-b423adb4d21d,2025-02-28,Friday,03:32 AM,04:32,Laptop,Movie,5,6.0,1
9b49ae42-ff74-4529-84eb-01de56576dea,2025-05-10,Thursday,06:26 PM,08:26 PM,Mobile,Documentary,2,5.1,0
59ae7db7-9d3b-4b5d-81c0-eb407af9b3fd,2025-02-13,Friday,08:51 PM,10:51 PM,Mobile,Series,4,6.6,1
2f0923fa-8a54-43c5-a448-5c1d29745b39,2025-07-18,Wednesday,22:20,00:20,TV,Series,5,7.7,1
a48ee290-6b35-4af7-98b0-8b5aba689a4d,2025-05-02,Tuesday,04:25 AM,06:25 AM,Laptop,Series,4,5.2,1
dc461a89-1b89-479b-adf7-3978a33b0d52,2025-03-12,wednesday,10:46 PM,01:46,Mobile,Series,6,5.1,1
9c727fe2-0454-49fa-81db-72ee075af190,2025-04-05,Monday,20:03,23:03,Tablet,Series,6,7.2,1
0d848d93-b4b5-42cc-b26c-1f4a64ca4275,2025-08-02,Monday,4:56,08:56 AM,Laptop,Movie,4,5.4,1
cff7f2a2-0f06-4146-a44f-f70ac2a5cba0,2025-02-09,Friday,11:31 PM,02:31,,Series,6,6.6,1
db442efd-dd12-4eff-b187-6fffe25f4145,2025-05-18,Friday,10:49 PM,11:49 PM,moblie,Documentary,3,6.5,0
c14080b0-bb10-4e1b-8df3-44b66dc4135c,2025-05-15,Sunday,2:31,04:31 AM,Laptop,Series,5,5.2,1
3ef51245-5ee4-4f23-ac5f-7e244de7ddcf,2025-03-07,Monday,02:11 AM,03:11,moblie,Series,5,5.2,1
1cb8dce1-a127-49cc-bd10-08df037105f0,2025-03-02,Tuesday,21:19,00:19,Laptop,Movie,5,4.8,1
8ce385a2-6e2c-4eec-84af-eff32275fac4,2025-04-09,Tuesday,08:51 PM,23:51,,Series,1,4.7,0
774bbd4c-17e2-4505-9c8f-b6da60c06b7b,2025-02-12,Wednesday,20:50,09:50 PM,moblie,Series,3,5.6,0
583909f8-85ad-4eef-98eb-c67449afe9da,2025-05-01,Sunday,07:46 PM,09:46 PM,lptop,Documentary,4,4.8,1
b4920fd2-c94b-4df7-84a4-440493cba68a,2025-03-15,Friday,0:54,02:54,TV,Series,5,5.4,1
08cc403f-1570-4ece-a4d1-2afa405cba2b,2025-03-25,wednesday,10:14 PM,02:14,Mobile,Movie,1,7.5,0
6b53cea6-f58b-484d-b82e-5f5c51a5180d,2025-06-20,Saturday,1:17,05:17,moblie,Movie,3,6.1,0
7ee615a2-4e0b-44ed-add7-762ee2ad6d42,2025-07-03,Thursday,22:13,02:13,,Movie,5,6.8,1
3725187d-0a6f-4680-a2c6-203a9de2767b,2025-02-12,Monday,23:12,02:12,Mobile,Series,3,4.8,0
2b8a34aa-713f-44e8-935b-0396aa69cf16,2025-07-12,Sunday,07:21 PM,20:21,lptop,Series,6,6.9,1
eba2d866-6a74-45c6-a05f-ae7e3ffcac3e,2025-07-16,Friday,09:04 PM,23:04,Mobile,Series,1,5.6,0
d3d6e370-ad60-40b3-9288-610ca0341bf7,2025-03-13,Sunday,21:49,00:49,Mobile,Series,2,,0
512daa0f-6102-42e7-b880-c33f67b40c97,2025-03-07,wednesday,08:14 PM,21:14,Mobile,Series,4,4.1,1
22ff9aa0-59fe-42af-8783-a856dd8d368b,2025-04-21,Monday,20:12,23:12,TV,Series,3,5.9,0
fc373a8d-4f85-4cba-9fe7-8b405b7761de,2025-07-19,tuesday,04:41 AM,07:41,Tablet,Series,5,5.5,1
f294bba4-eabd-496d-9059-5b0241c71440,2025-04-17,wednesday,18:23,21:23,lptop,Documentary,4,6.2,1
617c8fbc-f0cc-456d-8c15-5e23988d9f5c,2025-04-13,Wednesday,10:39 PM,23:39,Laptop,Documentary,2,4.6,0
130a14b3-e27f-4ea7-bcf5-121b97341027,2025-05-05,Thursday,21:12,12:12 AM,Laptop,Documentary,6,6.4,1
3f651515-8109-4d04-9475-d8765dcc203b,,Thursday,21:20,23:20,Tablet,Movie,5,6.6,1
f1745321-873c-4180-91e0-affd6e52eff3,2025-07-16,Wednesday,10:51 PM,01:51,lptop,Documentary,5,5.2,1
d1999d9b-5b79-4b25-9284-e56188a6c8d2,2025-05-23,Sunday,19:16,20:16,Laptop,Documentary,4,4.1,1
43f5f602-b7f8-4bef-87e9-0c20f3dcdbf5,2025-06-24,Tuesday,10:50 PM,01:50 AM,moblie,Series,5,7.3,1
0eed88b5-5d3e-4588-98ee-7dcf5107866c,2025-06-02,Sunday,21:28,22:28,TV,Series,5,7.0,1
67d105ea-cfe6-471b-8f14-a227152e0dd0,2025-05-17,Tuesday,08:29 PM,23:29,Mobile,Documentary,2,5.0,0
89ca4856-e45a-49c3-bb0f-9b9f7b727cea,2025-04-02,Friday,02:46 AM,05:46 AM,Mobile,Documentary,3,7.5,0
62825d01-f3bf-45fb-bd53-87d9aa6ae7f0,2025-04-04,wednesday,19:18,11:18 PM,Mobile,Movie,1,6.5,0
5ba0080b-d467-402f-9eef-8f33aae3e2f4,2025-04-25,wednesday,23:51,01:51,,Series,3,6.2,0
43ad5bdc-c849-4e1b-8221-8c6ee0cc925d,2025-03-31,Sunday,18:47,22:47,lptop,Series,6,,1
2f9eab1e-ce8c-4f80-9662-2c0c081522ec,2025-04-14,Wednesday,10:15 PM,11:15 PM,TV,Documentary,4,5.7,1
ae40a432-a188-4fdd-810a-1167c4f8a649,2025-07-11,Monday,07:17 PM,22:17,lptop,Movie,2,6.7,0
8c204de7-1933-4441-ab27-59be187a8b5c,2025-06-21,Saturday,21:44,12:44 AM,moblie,Documentary,6,5.3,1
2045994e-55af-435b-b25b-5ccb0e147eab,2025-07-03,Friday,22:20,02:20,moblie,Documentary,2,6.5,0
ca9a6879-d9bf-423d-8902-c6eb8e8bbd6e,2025-06-28,tuesday,06:00 PM,08:00 PM,Laptop,Movie,3,7.6,0
a61fffa2-eb52-48a6-ae85-c6fe8fcd17a8,2025-04-02,Wednesday,22:37,00:37,Mobile,Series,2,7.5,0
fb92d5af-aedd-4e94-9a79-5d50e2379e8c,2025-05-11,Monday,12:54 AM,01:54,Mobile,Movie,3,7.8,0
23d354c6-acdb-41d3-8d6a-cd648d60fa4e,2025-08-01,tuesday,02:07 AM,05:07,,Series,5,7.1,1
0822a7e0-597c-4291-b3b4-9864f13c8c0d,2025-04-08,Thursday,06:20 PM,20:20,Mobile,Documentary,6,4.4,1
d4069c14-9fcd-4adc-9009-6dec43deefed,2025-05-22,tuesday,22:56,02:56 AM,Mobile,Movie,5,7.6,1
4301c80e-1fc8-44e6-b5ba-6775847975fc,2025-03-24,monday,06:30 PM,19:30,,Movie,2,6.4,0
91a85d59-2c3e-4d18-aed3-962f2e07e5d0,2025-05-02,Wednesday,19:00,09:00 PM,lptop,Documentary,6,7.2,1
5456f862-6a30-4816-8ed7-423750884c8a,2025-05-19,Tuesday,07:33 PM,11:33 PM,Tablet,Documentary,2,6.9,0
c5595a89-cbcc-48df-8b3e-6827cbd6b7a4,2025-07-29,tuesday,09:24 PM,11:24 PM,lptop,Series,5,5.1,1
88afa1bf-7252-4865-b3cd-34844744ede6,2025-06-07,Thursday,5:57,07:57 AM,lptop,Documentary,3,7.6,0
9fa46591-311c-4a50-a74d-5af013715fda,2025-07-10,Tuesday,11:07 PM,12:07 AM,Mobile,Movie,1,6.2,0
95de9b73-3ec8-48b3-8829-0410af21276e,2025-07-18,wednesday,10:08 PM,11:08 PM,Mobile,Movie,5,5.5,1
f290f216-48e0-45e0-9061-73a87657214f,2025-06-21,Friday,22:16,00:16,moblie,Movie,4,4.0,1
1e87b337-4440-4e9b-8a63-5e4d3e11003b,2025-04-03,Saturday,10:01 PM,02:01 AM,Mobile,Documentary,6,4.8,1
70a3fb34-4578-4e59-aec1-919605adfe9a,2025-05-21,monday,10:08 PM,23:08,lptop,Movie,5,4.8,1
554708c2-6c4b-45e6-a92d-74f569dc0ca3,2025-07-19,Wednesday,5:29,09:29,Laptop,Movie,3,5.9,0
7b2e2be9-7b94-4bcf-8090-8cffef68e4b2,2025-07-02,Sunday,06:41 PM,21:41,Tablet,Series,1,7.1,0
8eb2b1ed-d38b-4434-832c-633189b45be9,2025-03-31,wednesday,08:27 PM,23:27,Mobile,Movie,6,6.7,1
7367edb6-50ef-4b27-8d53-9ac04d1464a0,2025-04-21,monday,06:53 PM,21:53,moblie,Movie,3,7.6,0
5a293cc2-5b64-4614-8338-661ccc59242f,2025-06-26,Saturday,23:40,03:40,Laptop,Documentary,5,4.4,1
77e6380f-eaa5-4214-a353-fc8ce52efd4e,2025-05-17,Friday,10:38 PM,23:38,,Series,4,7.4,1
e044a42e-329c-4a01-ae11-eb5ee09e4339,2025-07-18,Tuesday,04:45 AM,07:45 AM,lptop,Series,6,5.7,1
0fe130ac-5f70-4146-b4c5-408807692dda,2025-08-02,Sunday,21:28,12:28 AM,TV,Documentary,6,4.3,1
b6a741dd-ffce-4210-8a3e-c7d97a498285,2025-05-11,Monday,22:40,02:40,Mobile,Series,2,5.8,0
1dbc3320-37e5-4d71-8d32-694b611ccd48,2025-05-28,wednesday,1:26,05:26 AM,Mobile,Series,3,5.6,0
ba7dfd55-66e6-40c5-9264-6eecf605eba8,2025-04-17,Wednesday,07:55 PM,10:55 PM,Tablet,Movie,5,4.6,1
377dd54f-1a40-492e-875e-004f983801e1,2025-06-03,Sunday,20:39,22:39,,Series,2,5.9,0
a87ef661-aa40-4f13-b15d-ed7dec86cdc6,2025-06-03,Monday,09:25 PM,01:25,TV,Movie,5,5.4,1
